id,lon,lat,yagis
924,38.55,31.91,0.111303
925,38.55,31.95,0.109738
926,38.55,31.99,0.108305
927,38.55,32.03,0.119934
928,38.55,32.07,0.134188
929,38.59,29.79,0.044545
930,38.59,29.83,0.046177
931,38.59,29.87,0.046237
932,38.59,29.91,0.038475
933,38.59,29.95,0.030539
934,38.59,29.99,0.02628
935,38.59,30.03,0.036976
936,38.59,30.07,0.048489
937,38.59,30.11,0.057277
938,38.59,30.15,0.055189
939,38.59,30.19,0.052825
940,38.59,30.23,0.048865
941,38.59,30.27,0.041381
942,38.59,30.31,0.033618
943,38.59,30.35,0.038094
944,38.59,30.39,0.068878
945,38.59,30.43,0.099729
946,38.59,30.47,0.118929
947,38.59,30.51,0.117368
948,38.59,30.55,0.115921
949,38.59,30.59,0.078809
950,38.59,30.63,0.024719
951,38.59,30.67,-0.000467
952,38.59,30.71,-0.001324
953,38.59,30.75,0.02605
954,38.59,30.79,0.080242
955,38.59,30.83,0.121944
956,38.59,30.87,0.108853
957,38.59,30.91,0.095555
958,38.59,30.95,0.087951
959,38.59,30.99,0.085939
960,38.59,31.03,0.084011
961,38.59,31.07,0.083156
962,38.59,31.11,0.083163
963,38.59,31.15,0.083233
964,38.59,31.19,0.083186
965,38.59,31.23,0.083017
966,38.59,31.27,0.082849
967,38.59,31.31,0.068053
968,38.59,31.35,0.050426
969,38.59,31.39,0.037559
970,38.59,31.43,-0.009199
971,38.59,31.47,-0.038099
972,38.59,31.51,-0.052648
973,38.59,31.55,-0.04612
974,38.59,31.59,-0.022113
975,38.59,31.63,0.04608
976,38.59,31.67,0.100336
977,38.59,31.71,0.115248
978,38.59,31.75,0.129727
979,38.59,31.79,0.127711
980,38.59,31.83,0.120922
981,38.59,31.87,0.11374
982,38.59,31.91,0.110452
983,38.59,31.95,0.108277
984,38.59,31.99,0.106356
985,38.59,32.03,0.117343
986,38.59,32.07,0.130776
987,38.63,29.79,0.039121
988,38.63,29.83,0.040988
989,38.63,29.87,0.041316
990,38.63,29.91,0.03611
991,38.63,29.95,0.030695
992,38.63,29.99,0.027417
993,38.63,30.03,0.031449
994,38.63,30.07,0.035931
995,38.63,30.11,0.039947
996,38.63,30.15,0.041741
997,38.63,30.19,0.043476
998,38.63,30.23,0.043046
999,38.63,30.27,0.038009
1000,38.63,30.31,0.032789
1001,38.63,30.35,0.039893
1002,38.63,30.39,0.069784
1003,38.63,30.43,0.099915
1004,38.63,30.47,0.118844
1005,38.63,30.51,0.120063
1006,38.63,30.55,0.121207
1007,38.63,30.59,0.097156
1008,38.63,30.63,0.051542
1009,38.63,30.67,0.02404
1010,38.63,30.71,0.022319
1011,38.63,30.75,0.048558
1012,38.63,30.79,0.093024
1013,38.63,30.83,0.118042
1014,38.63,30.87,0.107652
1015,38.63,30.91,0.097016
1016,38.63,30.95,0.091716
1017,38.63,30.99,0.09117
1018,38.63,31.03,0.090631
1019,38.63,31.07,0.087639
1020,38.63,31.11,0.083001
1021,38.63,31.15,0.078594
1022,38.63,31.19,0.078349
1023,38.63,31.23,0.080563
1024,38.63,31.27,0.08267
1025,38.63,31.31,0.088339
1026,38.63,31.35,0.096523
1027,38.63,31.39,0.105442
1028,38.63,31.43,0.024177
1029,38.63,31.47,-0.02039
1030,38.63,31.51,-0.03993
1031,38.63,31.55,-0.032556
1032,38.63,31.59,-0.006685
1033,38.63,31.63,0.057071
1034,38.63,31.67,0.096537
1035,38.63,31.71,0.106088
1036,38.63,31.75,0.115671
1037,38.63,31.79,0.118791
1038,38.63,31.83,0.119975
1039,38.63,31.87,0.120839
1040,38.63,31.91,0.117678
1041,38.63,31.95,0.113955
1042,38.63,31.99,0.110456
1043,38.63,32.03,0.118356
1044,38.63,32.07,0.128189
1045,38.67,29.79,0.033716
1046,38.67,29.83,0.035663
1047,38.67,29.87,0.036558
1048,38.67,29.91,0.033998
1049,38.67,29.95,0.031117
1050,38.67,29.99,0.028066
1051,38.67,30.03,0.025234
1052,38.67,30.07,0.022697
1053,38.67,30.11,0.02292
1054,38.67,30.15,0.028576
1055,38.67,30.19,0.034378
1056,38.67,30.23,0.037352
1057,38.67,30.27,0.034868
1058,38.67,30.31,0.032251
1059,38.67,30.35,0.041737
1060,38.67,30.39,0.070694
1061,38.67,30.43,0.100061
1062,38.67,30.47,0.11889
1063,38.67,30.51,0.122924
1064,38.67,30.55,0.126971
1065,38.67,30.59,0.121895
1066,38.67,30.63,0.103865
1067,38.67,30.67,0.086012
1068,38.67,30.71,0.082633
1069,38.67,30.75,0.095123
1070,38.67,30.79,0.110214
1071,38.67,30.83,0.113824
1072,38.67,30.87,0.106759
1073,38.67,30.91,0.099568
1074,38.67,30.95,0.097199
1075,38.67,30.99,0.098616
1076,38.67,31.03,0.099964
1077,38.67,31.07,0.093788
1078,38.67,31.11,0.082558
1079,38.67,31.15,0.071349
1080,38.67,31.19,0.070031
1081,38.67,31.23,0.074461
1082,38.67,31.27,0.078861
1083,38.67,31.31,0.083691
1084,38.67,31.35,0.089322
1085,38.67,31.39,0.095703
1086,38.67,31.43,0.055187
1087,38.67,31.47,0.021517
1088,38.67,31.51,0.002842
1089,38.67,31.55,0.011946
1090,38.67,31.59,0.037127
1091,38.67,31.63,0.081305
1092,38.67,31.67,0.097517
1093,38.67,31.71,0.098976
1094,38.67,31.75,0.10068
1095,38.67,31.79,0.110636
1096,38.67,31.83,0.122529
1097,38.67,31.87,0.134421
1098,38.67,31.91,0.131129
1099,38.67,31.95,0.12511
1100,38.67,31.99,0.119235
1101,38.67,32.03,0.122119
1102,38.67,32.07,0.12624
1103,38.71,29.79,0.026992
1104,38.71,29.83,0.025776
1105,38.71,29.87,0.025427
1106,38.71,29.91,0.026971
1107,38.71,29.95,0.028392
1108,38.71,29.99,0.028576
1109,38.71,30.03,0.026389
1110,38.71,30.07,0.024157
1111,38.71,30.11,0.02445
1112,38.71,30.15,0.029592
1113,38.71,30.19,0.035118
1114,38.71,30.23,0.039897
1115,38.71,30.27,0.042795
1116,38.71,30.31,0.045405
1117,38.71,30.35,0.055466
1118,38.71,30.39,0.076342
1119,38.71,30.43,0.097664
1120,38.71,30.47,0.108706
1121,38.71,30.51,0.107201
1122,38.71,30.55,0.105963
1123,38.71,30.59,0.106143
1124,38.71,30.63,0.10748
1125,38.71,30.67,0.108643
1126,38.71,30.71,0.110351
1127,38.71,30.75,0.112331
1128,38.71,30.79,0.113891
1129,38.71,30.83,0.111776
1130,38.71,30.87,0.106921
1131,38.71,30.91,0.102081
1132,38.71,30.95,0.101165
1133,38.71,30.99,0.10304
1134,38.71,31.03,0.104916
1135,38.71,31.07,0.09682
1136,38.71,31.11,0.082388
1137,38.71,31.15,0.067729
1138,38.71,31.19,0.064181
1139,38.71,31.23,0.066897
1140,38.71,31.27,0.069887
1141,38.71,31.31,0.075873
1142,38.71,31.35,0.083392
1143,38.71,31.39,0.091248
1144,38.71,31.43,0.095289
1145,38.71,31.47,0.097881
1146,38.71,31.51,0.100741
1147,38.71,31.55,0.100426
1148,38.71,31.59,0.09922
1149,38.71,31.63,0.098254
1150,38.71,31.67,0.0966
1151,38.71,31.71,0.094619
1152,38.71,31.75,0.092528
1153,38.71,31.79,0.106743
1154,38.71,31.83,0.124896
1155,38.71,31.87,0.143338
1156,38.71,31.91,0.139377
1157,38.71,31.95,0.131594
1158,38.71,31.99,0.123985
1159,38.71,32.03,0.123766
1160,38.71,32.07,0.124388
1161,38.75,29.79,0.020367
1162,38.75,29.83,0.016034
1163,38.75,29.87,0.014976
1164,38.75,29.91,0.020439
1165,38.75,29.95,0.025993
1166,38.75,29.99,0.029217
1167,38.75,30.03,0.028293
1168,38.75,30.07,0.027454
1169,38.75,30.11,0.028645
1170,38.75,30.15,0.033104
1171,38.75,30.19,0.037946
1172,38.75,30.23,0.04494
1173,38.75,30.27,0.054187
1174,38.75,30.31,0.063129
1175,38.75,30.35,0.072593
1176,38.75,30.39,0.083227
1177,38.75,30.43,0.094215
1178,38.75,30.47,0.094187
1179,38.75,30.51,0.082453
1180,38.75,30.55,0.071049
1181,38.75,30.59,0.068513
1182,38.75,30.63,0.073959
1183,38.75,30.67,0.079358
1184,38.75,30.71,0.088161
1185,38.75,30.75,0.099234
1186,38.75,30.79,0.109604
1187,38.75,30.83,0.111672
1188,38.75,30.87,0.108081
1189,38.75,30.91,0.104554
1190,38.75,30.95,0.103456
1191,38.75,30.99,0.104062
1192,38.75,31.03,0.10485
1193,38.75,31.07,0.096479
1194,38.75,31.11,0.082814
1195,38.75,31.15,0.069052
1196,38.75,31.19,0.061422
1197,38.75,31.23,0.057018
1198,38.75,31.27,0.052837
1199,38.75,31.31,0.063235
1200,38.75,31.35,0.079498
1201,38.75,31.39,0.095458
1202,38.75,31.43,0.095203
1203,38.75,31.47,0.089458
1204,38.75,31.51,0.08411
1205,38.75,31.55,0.083725
1206,38.75,31.59,0.084893
1207,38.75,31.63,0.086167
1208,38.75,31.67,0.090778
1209,38.75,31.71,0.096327
1210,38.75,31.75,0.102003
1211,38.75,31.79,0.113131
1212,38.75,31.83,0.12555
1213,38.75,31.87,0.138152
1214,38.75,31.91,0.132939
1215,38.75,31.95,0.124954
1216,38.75,31.99,0.117159
1217,38.75,32.03,0.119273
1218,38.75,32.07,0.122634
1219,38.79,29.79,0.012957
1220,38.79,29.83,0.00605
1221,38.79,29.87,0.005131
1222,38.79,29.91,0.014444
1223,38.79,29.95,0.024023
1224,38.79,29.99,0.029325
1225,38.79,30.03,0.028096
1226,38.79,30.07,0.027059
1227,38.79,30.11,0.027706
1228,38.79,30.15,0.030706
1229,38.79,30.19,0.034219
1230,38.79,30.23,0.043381
1231,38.79,30.27,0.058346
1232,38.79,30.31,0.072934
1233,38.79,30.35,0.081622
1234,38.79,30.39,0.084612
1235,38.79,30.43,0.08787
1236,38.79,30.47,0.081388
1237,38.79,30.51,0.065481
1238,38.79,30.55,0.04947
1239,38.79,30.59,0.045012
1240,38.79,30.63,0.050547
1241,38.79,30.67,0.056679
1242,38.79,30.71,0.068178
1243,38.79,30.75,0.083244
1244,38.79,30.79,0.098146
1245,38.79,30.83,0.10487
1246,38.79,30.87,0.106071
1247,38.79,30.91,0.106957
1248,38.79,30.95,0.106098
1249,38.79,30.99,0.104719
1250,38.79,31.03,0.103768
1251,38.79,31.07,0.095393
1252,38.79,31.11,0.082992
1253,38.79,31.15,0.070486
1254,38.79,31.19,0.059641
1255,38.79,31.23,0.049426
1256,38.79,31.27,0.039075
1257,38.79,31.31,0.053245
1258,38.79,31.35,0.076738
1259,38.79,31.39,0.099831
1260,38.79,31.43,0.095115
1261,38.79,31.47,0.081456
1262,38.79,31.51,0.068094
1263,38.79,31.55,0.067687
1264,38.79,31.59,0.070985
1265,38.79,31.63,0.074356
1266,38.79,31.67,0.085319
1267,38.79,31.71,0.098266
1268,38.79,31.75,0.111447
1269,38.79,31.79,0.119261
1270,38.79,31.83,0.126143
1271,38.79,31.87,0.13317
1272,38.79,31.91,0.126895
1273,38.79,31.95,0.118768
1274,38.79,31.99,0.110843
1275,38.79,32.03,0.11532
1276,38.79,32.07,0.121498
1277,38.83,29.79,0.005136
1278,38.83,29.83,-0.004263
1279,38.83,29.87,-0.004406
1280,38.83,29.91,0.008852
1281,38.83,29.95,0.02248
1282,38.83,29.99,0.029157
1283,38.83,30.03,0.026805
1284,38.83,30.07,0.024592
1285,38.83,30.11,0.023319
1286,38.83,30.15,0.023422
1287,38.83,30.19,0.024249
1288,38.83,30.23,0.035034
1289,38.83,30.27,0.05449
1290,38.83,30.31,0.073098
1291,38.83,30.35,0.080713
1292,38.83,30.39,0.0789
1293,38.83,30.43,0.077278
1294,38.83,30.47,0.071871
1295,38.83,30.51,0.063077
1296,38.83,30.55,0.05409
1297,38.83,30.59,0.049616
1298,38.83,30.63,0.049205
1299,38.83,30.67,0.049845
1300,38.83,30.71,0.052769
1301,38.83,30.75,0.056965
1302,38.83,30.79,0.061576
1303,38.83,30.83,0.074334
1304,38.83,30.87,0.091556
1305,38.83,30.91,0.108504
1306,38.83,30.95,0.110123
1307,38.83,30.99,0.104146
1308,38.83,31.03,0.098524
1309,38.83,31.07,0.090576
1310,38.83,31.11,0.081425
1311,38.83,31.15,0.072248
1312,38.83,31.19,0.067152
1313,38.83,31.23,0.063573
1314,38.83,31.27,0.059828
1315,38.83,31.31,0.06914
1316,38.83,31.35,0.083158
1317,38.83,31.39,0.097164
1318,38.83,31.43,0.085426
1319,38.83,31.47,0.065862
1320,38.83,31.51,0.046367
1321,38.83,31.55,0.047717
1322,38.83,31.59,0.054541
1323,38.83,31.63,0.061422
1324,38.83,31.67,0.068611
1325,38.83,31.71,0.076031
1326,38.83,31.75,0.083641
1327,38.83,31.79,0.093574
1328,38.83,31.83,0.10383
1329,38.83,31.87,0.11401
1330,38.83,31.91,0.113568
1331,38.83,31.95,0.111498
1332,38.83,31.99,0.109297
1333,38.83,32.03,0.107226
1334,38.83,32.07,0.105322
1335,38.87,29.79,-0.001266
1336,38.87,29.83,-0.011362
1337,38.87,29.87,-0.01113
1338,38.87,29.91,0.002272
1339,38.87,29.95,0.016471
1340,38.87,29.99,0.023635
1341,38.87,30.03,0.022465
1342,38.87,30.07,0.021171
1343,38.87,30.11,0.019423
1344,38.87,30.15,0.017583
1345,38.87,30.19,0.016285
1346,38.87,30.23,0.027815
1347,38.87,30.27,0.049383
1348,38.87,30.31,0.070205
1349,38.87,30.35,0.076555
1350,38.87,30.39,0.071515
1351,38.87,30.43,0.066271
1352,38.87,30.47,0.063208
1353,38.87,30.51,0.061552
1354,38.87,30.55,0.059565
1355,38.87,30.59,0.054539
1356,38.87,30.63,0.048385
1357,38.87,30.67,0.043861
1358,38.87,30.71,0.038224
1359,38.87,30.75,0.031312
1360,38.87,30.79,0.024812
1361,38.87,30.83,0.044502
1362,38.87,30.87,0.077821
1363,38.87,30.91,0.110828
1364,38.87,30.95,0.113796
1365,38.87,30.99,0.103163
1366,38.87,31.03,0.092932
1367,38.87,31.07,0.086094
1368,38.87,31.11,0.08044
1369,38.87,31.15,0.074651
1370,38.87,31.19,0.074754
1371,38.87,31.23,0.077157
1372,38.87,31.27,0.079682
1373,38.87,31.31,0.083861
1374,38.87,31.35,0.088941
1375,38.87,31.39,0.094432
1376,38.87,31.43,0.075793
1377,38.87,31.47,0.049976
1378,38.87,31.51,0.023779
1379,38.87,31.55,0.027181
1380,38.87,31.59,0.037718
1381,38.87,31.63,0.048273
1382,38.87,31.67,0.051518
1383,38.87,31.71,0.053441
1384,38.87,31.75,0.055513
1385,38.87,31.79,0.067922
1386,38.87,31.83,0.081816
1387,38.87,31.87,0.095514
1388,38.87,31.91,0.100563
1389,38.87,31.95,0.104421
1390,38.87,31.99,0.108192
1391,38.87,32.03,0.098853
1392,38.87,32.07,0.087955
1393,38.91,29.79,-0.005555
1394,38.91,29.83,-0.013569
1395,38.91,29.87,-0.014166
1396,38.91,29.91,-0.006681
1397,38.91,29.95,0.001337
1398,38.91,29.99,0.007191
1399,38.91,30.03,0.010591
1400,38.91,30.07,0.013872
1401,38.91,30.11,0.015687
1402,38.91,30.15,0.016436
1403,38.91,30.19,0.01736
1404,38.91,30.23,0.024294
1405,38.91,30.27,0.035674
1406,38.91,30.31,0.047023
1407,38.91,30.35,0.05119
1408,38.91,30.39,0.05021
1409,38.91,30.43,0.049035
1410,38.91,30.47,0.052771
1411,38.91,30.51,0.059608
1412,38.91,30.55,0.066332
1413,38.91,30.59,0.066257
1414,38.91,30.63,0.062639
1415,38.91,30.67,0.059576
1416,38.91,30.71,0.05867
1417,38.91,30.75,0.058413
1418,38.91,30.79,0.057901
1419,38.91,30.83,0.069378
1420,38.91,30.87,0.087117
1421,38.91,30.91,0.105463
1422,38.91,30.95,0.108715
1423,38.91,30.99,0.105299
1424,38.91,31.03,0.10168
1425,38.91,31.07,0.094843
1426,38.91,31.11,0.08702
1427,38.91,31.15,0.079382
1428,38.91,31.19,0.079817
1429,38.91,31.23,0.083083
1430,38.91,31.27,0.086579
1431,38.91,31.31,0.087056
1432,38.91,31.35,0.086787
1433,38.91,31.39,0.086715
1434,38.91,31.43,0.07157
1435,38.91,31.47,0.05217
1436,38.91,31.51,0.032323
1437,38.91,31.55,0.0331
1438,38.91,31.59,0.038658
1439,38.91,31.63,0.044472
1440,38.91,31.67,0.047735
1441,38.91,31.71,0.050561
1442,38.91,31.75,0.053446
1443,38.91,31.79,0.064502
1444,38.91,31.83,0.07676
1445,38.91,31.87,0.088998
1446,38.91,31.91,0.093181
1447,38.91,31.95,0.096525
1448,38.91,31.99,0.100003
1449,38.91,32.03,0.093572
1450,38.91,32.07,0.085948
1451,38.95,29.79,-0.009153
1452,38.95,29.83,-0.015376
1453,38.95,29.87,-0.017369
1454,38.95,29.91,-0.015421
1455,38.95,29.95,-0.013246
1456,38.95,29.99,-0.008108
1457,38.95,30.03,-0.00052
1458,38.95,30.07,0.007112
1459,38.95,30.11,0.01237
1460,38.95,30.15,0.015775
1461,38.95,30.19,0.019035
1462,38.95,30.23,0.021093
1463,38.95,30.27,0.022738
1464,38.95,30.31,0.024761
1465,38.95,30.35,0.027352
1466,38.95,30.39,0.03006
1467,38.95,30.43,0.032668
1468,38.95,30.47,0.043152
1469,38.95,30.51,0.058293
1470,38.95,30.55,0.073794
1471,38.95,30.59,0.078242
1472,38.95,30.63,0.077003
1473,38.95,30.67,0.075785
1474,38.95,30.71,0.080708
1475,38.95,30.75,0.088314
1476,38.95,30.79,0.095783
1477,38.95,30.83,0.097533
1478,38.95,30.87,0.097605
1479,38.95,30.91,0.098393
1480,38.95,30.95,0.102982
1481,38.95,30.99,0.108503
1482,38.95,31.03,0.11366
1483,38.95,31.07,0.106343
1484,38.95,31.11,0.095345
1485,38.95,31.15,0.084773
1486,38.95,31.19,0.084389
1487,38.95,31.23,0.08709
1488,38.95,31.27,0.089945
1489,38.95,31.31,0.086623
1490,38.95,31.35,0.081671
1491,38.95,31.39,0.076721
1492,38.95,31.43,0.06954
1493,38.95,31.47,0.061684
1494,38.95,31.51,0.053652
1495,38.95,31.55,0.050088
1496,38.95,31.59,0.047645
1497,38.95,31.63,0.045443
1498,38.95,31.67,0.050936
1499,38.95,31.71,0.057816
1500,38.95,31.75,0.064834
1501,38.95,31.79,0.072664
1502,38.95,31.83,0.080712
1503,38.95,31.87,0.08888
1504,38.95,31.91,0.088913
1505,38.95,31.95,0.08822
1506,38.95,31.99,0.087709
1507,38.95,32.03,0.090008
1508,38.95,32.07,0.092571
1509,38.99,29.79,-0.008872
1510,38.99,29.83,-0.013758
1511,38.99,29.87,-0.016139
1512,38.99,29.91,-0.016507
1513,38.99,29.95,-0.016804
1514,38.99,29.99,-0.012042
1515,38.99,30.03,-0.003797
1516,38.99,30.07,0.004638
1517,38.99,30.11,0.010876
1518,38.99,30.15,0.015599
1519,38.99,30.19,0.020226
1520,38.99,30.23,0.022488
1521,38.99,30.27,0.023418
1522,38.99,30.31,0.024322
1523,38.99,30.35,0.027678
1524,38.99,30.39,0.032309
1525,38.99,30.43,0.036921
1526,38.99,30.47,0.047204
1527,38.99,30.51,0.060791
1528,38.99,30.55,0.075112
1529,38.99,30.59,0.081974
1530,38.99,30.63,0.085245
1531,38.99,30.67,0.088397
1532,38.99,30.71,0.096572
1533,38.99,30.75,0.107032
1534,38.99,30.79,0.117774
1535,38.99,30.83,0.113765
1536,38.99,30.87,0.104849
1537,38.99,30.91,0.096472
1538,38.99,30.95,0.098593
1539,38.99,30.99,0.104122
1540,38.99,31.03,0.109694
1541,38.99,31.07,0.104794
1542,38.99,31.11,0.096738
1543,38.99,31.15,0.088638
1544,38.99,31.19,0.089343
1545,38.99,31.23,0.092387
1546,38.99,31.27,0.095446
1547,38.99,31.31,0.091648
1548,38.99,31.35,0.086035
1549,38.99,31.39,0.080181
1550,38.99,31.43,0.076602
1551,38.99,31.47,0.07358
1552,38.99,31.51,0.070627
1553,38.99,31.55,0.063493
1554,38.99,31.59,0.055646
1555,38.99,31.63,0.047832
1556,38.99,31.67,0.055851
1557,38.99,31.71,0.066418
1558,38.99,31.75,0.077195
1559,38.99,31.79,0.08208
1560,38.99,31.83,0.086375
1561,38.99,31.87,0.090829
1562,38.99,31.91,0.08585
1563,38.99,31.95,0.080139
1564,38.99,31.99,0.074629
1565,38.99,32.03,0.080603
1566,38.99,32.07,0.087743
1567,39.03,29.79,-0.008103
1568,39.03,29.83,-0.011267
1569,39.03,29.87,-0.014305
1570,39.03,29.91,-0.017113
1571,39.03,29.95,-0.019882
1572,39.03,29.99,-0.015266
1573,39.03,30.03,-0.006331
1574,39.03,30.07,0.002809
1575,39.03,30.11,0.009861
1576,39.03,30.15,0.015698
1577,39.03,30.19,0.021475
1578,39.03,30.23,0.02466
1579,39.03,30.27,0.026564
1580,39.03,30.31,0.028422
1581,39.03,30.35,0.033703
1582,39.03,30.39,0.040538
1583,39.03,30.43,0.047374
1584,39.03,30.47,0.055442
1585,39.03,30.51,0.064408
1586,39.03,30.55,0.073844
1587,39.03,30.59,0.082472
1588,39.03,30.63,0.090792
1589,39.03,30.67,0.099263
1590,39.03,30.71,0.109106
1591,39.03,30.75,0.119656
1592,39.03,30.79,0.130514
1593,39.03,30.83,0.123053
1594,39.03,30.87,0.110521
1595,39.03,30.91,0.098801
1596,39.03,30.95,0.094794
1597,39.03,30.99,0.092975
1598,39.03,31.03,0.091254
1599,39.03,31.07,0.091258
1600,39.03,31.11,0.091516
1601,39.03,31.15,0.091572
1602,39.03,31.19,0.094986
1603,39.03,31.23,0.099204
1604,39.03,31.27,0.103419
1605,39.03,31.31,0.104042
1606,39.03,31.35,0.103713
1607,39.03,31.39,0.103143
1608,39.03,31.43,0.096646
1609,39.03,31.47,0.089205
1610,39.03,31.51,0.081867
1611,39.03,31.55,0.072371
1612,39.03,31.59,0.062436
1613,39.03,31.63,0.052396
1614,39.03,31.67,0.063359
1615,39.03,31.71,0.07721
1616,39.03,31.75,0.091162
1617,39.03,31.79,0.093734
1618,39.03,31.83,0.095156
1619,39.03,31.87,0.096696
1620,39.03,31.91,0.084841
1621,39.03,31.95,0.072206
1622,39.03,31.99,0.059972
1623,39.03,32.03,0.058546
1624,39.03,32.07,0.058235
1625,39.07,29.79,0.00386
1626,39.07,29.83,0.003825
1627,39.07,29.87,-0.000898
1628,39.07,29.91,-0.007832
1629,39.07,29.95,-0.014672
1630,39.07,29.99,-0.015667
1631,39.07,30.03,-0.013397
1632,39.07,30.07,-0.010501
1633,39.07,30.11,-0.002653
1634,39.07,30.15,0.00689
1635,39.07,30.19,0.01608
1636,39.07,30.23,0.021929
1637,39.07,30.27,0.026315
1638,39.07,30.31,0.0305
1639,39.07,30.35,0.037726
1640,39.07,30.39,0.046221
1641,39.07,30.43,0.054789
1642,39.07,30.47,0.060949
1643,39.07,30.51,0.066494
1644,39.07,30.55,0.072334
1645,39.07,30.59,0.082243
1646,39.07,30.63,0.093729
1647,39.07,30.67,0.10562
1648,39.07,30.71,0.1168
1649,39.07,30.75,0.127857
1650,39.07,30.79,0.139123
1651,39.07,30.83,0.129666
1652,39.07,30.87,0.115188
1653,39.07,30.91,0.101434
1654,39.07,30.95,0.093614
1655,39.07,30.99,0.087057
1656,39.07,31.03,0.080384
1657,39.07,31.07,0.083814
1658,39.07,31.11,0.08988
1659,39.07,31.15,0.096383
1660,39.07,31.19,0.101555
1661,39.07,31.23,0.106604
1662,39.07,31.27,0.11187
1663,39.07,31.31,0.116516
1664,39.07,31.35,0.120907
1665,39.07,31.39,0.125128
1666,39.07,31.43,0.116112
1667,39.07,31.47,0.105084
1668,39.07,31.51,0.094126
1669,39.07,31.55,0.081951
1670,39.07,31.59,0.069541
1671,39.07,31.63,0.057049
1672,39.07,31.67,0.071279
1673,39.07,31.71,0.088566
1674,39.07,31.75,0.105793
1675,39.07,31.79,0.105741
1676,39.07,31.83,0.104114
1677,39.07,31.87,0.102587
1678,39.07,31.91,0.083759
1679,39.07,31.95,0.064458
1680,39.07,31.99,0.046002
1681,39.07,32.03,0.036485
1682,39.07,32.07,0.027867
1683,39.11,29.79,0.018722
1684,39.11,29.83,0.022558
1685,39.11,29.87,0.015786
1686,39.11,29.91,0.004657
1687,39.11,29.95,-0.006425
1688,39.11,29.99,-0.015631
1689,39.11,30.03,-0.02356
1690,39.11,30.07,-0.030855
1691,39.11,30.11,-0.021916
1692,39.11,30.15,-0.007663
1693,39.11,30.19,0.006029
1694,39.11,30.23,0.015443
1695,39.11,30.27,0.023274
1696,39.11,30.31,0.030852
1697,39.11,30.35,0.039697
1698,39.11,30.39,0.049058
1699,39.11,30.43,0.058489
1700,39.11,30.47,0.063158
1701,39.11,30.51,0.066677
1702,39.11,30.55,0.070525
1703,39.11,30.59,0.080341
1704,39.11,30.63,0.091922
1705,39.11,30.67,0.103711
1706,39.11,30.71,0.114978
1707,39.11,30.75,0.126163
1708,39.11,30.79,0.137451
1709,39.11,30.83,0.129521
1710,39.11,30.87,0.117321
1711,39.11,30.91,0.105378
1712,39.11,30.95,0.101715
1713,39.11,30.99,0.099673
1714,39.11,31.03,0.097511
1715,39.11,31.07,0.099329
1716,39.11,31.11,0.101984
1717,39.11,31.15,0.104699
1718,39.11,31.19,0.110168
1719,39.11,31.23,0.116131
1720,39.11,31.27,0.122122
1721,39.11,31.31,0.127108
1722,39.11,31.35,0.131886
1723,39.11,31.39,0.136597
1724,39.11,31.43,0.129849
1725,39.11,31.47,0.121547
1726,39.11,31.51,0.113252
1727,39.11,31.55,0.095246
1728,39.11,31.59,0.075954
1729,39.11,31.63,0.056498
1730,39.11,31.67,0.078487
1731,39.11,31.71,0.104219
1732,39.11,31.75,0.129484
1733,39.11,31.79,0.121822
1734,39.11,31.83,0.111112
1735,39.11,31.87,0.100077
1736,39.11,31.91,0.087723
1737,39.11,31.95,0.075718
1738,39.11,31.99,0.06413
1739,39.11,32.03,0.064561
1740,39.11,32.07,0.065701
1741,39.15,29.79,0.021645
1742,39.15,29.83,0.026484
1743,39.15,29.87,0.020327
1744,39.15,29.91,0.01004
1745,39.15,29.95,-0.000666
1746,39.15,29.99,-0.012887
1747,39.15,30.03,-0.025581
1748,39.15,30.07,-0.038288
1749,39.15,30.11,-0.02954
1750,39.15,30.15,-0.01449
1751,39.15,30.19,0.000391
1752,39.15,30.23,0.012128
1753,39.15,30.27,0.022823
1754,39.15,30.31,0.033316
1755,39.15,30.35,0.043701
1756,39.15,30.39,0.054099
1757,39.15,30.43,0.064501
1758,39.15,30.47,0.0672
1759,39.15,30.51,0.068357
1760,39.15,30.55,0.069965
1761,39.15,30.59,0.079367
1762,39.15,30.63,0.090709
1763,39.15,30.67,0.102304
1764,39.15,30.71,0.113497
1765,39.15,30.75,0.124842
1766,39.15,30.79,0.136194
1767,39.15,30.83,0.129783
1768,39.15,30.87,0.119884
1769,39.15,30.91,0.109972
1770,39.15,30.95,0.110913
1771,39.15,30.99,0.113761
1772,39.15,31.03,0.116577
1773,39.15,31.07,0.11576
1774,39.15,31.11,0.114504
1775,39.15,31.15,0.113386
1776,39.15,31.19,0.119326
1777,39.15,31.23,0.126354
1778,39.15,31.27,0.133443
1779,39.15,31.31,0.138666
1780,39.15,31.35,0.143725
1781,39.15,31.39,0.14887
1782,39.15,31.43,0.144637
1783,39.15,31.47,0.139278
1784,39.15,31.51,0.133889
1785,39.15,31.55,0.109505
1786,39.15,31.59,0.083116
1787,39.15,31.63,0.05658
1788,39.15,31.67,0.086888
1789,39.15,31.71,0.12096
1790,39.15,31.75,0.153931
1791,39.15,31.79,0.138641
1792,39.15,31.83,0.118974
1793,39.15,31.87,0.0982
1794,39.15,31.91,0.09338
1795,39.15,31.95,0.089826
1796,39.15,31.99,0.086551
1797,39.15,32.03,0.095244
1798,39.15,32.07,0.104191
