id,lon,lat,yagis
1799,39.19,29.79,0.012014
1800,39.19,29.83,0.013528
1801,39.19,29.87,0.010891
1802,39.19,29.91,0.006838
1803,39.19,29.95,0.002481
1804,39.19,29.99,-0.004062
1805,39.19,30.03,-0.011204
1806,39.19,30.07,-0.018392
1807,39.19,30.11,-0.012449
1808,39.19,30.15,-0.003265
1809,39.19,30.19,0.005987
1810,39.19,30.23,0.018074
1811,39.19,30.27,0.030672
1812,39.19,30.31,0.043126
1813,39.19,30.35,0.056614
1814,39.19,30.39,0.070476
1815,39.19,30.43,0.08449
1816,39.19,30.47,0.084629
1817,39.19,30.51,0.082177
1818,39.19,30.55,0.079928
1819,39.19,30.59,0.087904
1820,39.19,30.63,0.097958
1821,39.19,30.67,0.108235
1822,39.19,30.71,0.111768
1823,39.19,30.75,0.114365
1824,39.19,30.79,0.11722
1825,39.19,30.83,0.112438
1826,39.19,30.87,0.106232
1827,39.19,30.91,0.099827
1828,39.19,30.95,0.106017
1829,39.19,30.99,0.114093
1830,39.19,31.03,0.122211
1831,39.19,31.07,0.12816
1832,39.19,31.11,0.133697
1833,39.19,31.15,0.139115
1834,39.19,31.19,0.142106
1835,39.19,31.23,0.144964
1836,39.19,31.27,0.147977
1837,39.19,31.31,0.15077
1838,39.19,31.35,0.153846
1839,39.19,31.39,0.157235
1840,39.19,31.43,0.152487
1841,39.19,31.47,0.146891
1842,39.19,31.51,0.141244
1843,39.19,31.55,0.118063
1844,39.19,31.59,0.093195
1845,39.19,31.63,0.068062
1846,39.19,31.67,0.0946
1847,39.19,31.71,0.123997
1848,39.19,31.75,0.152496
1849,39.19,31.79,0.143455
1850,39.19,31.83,0.131547
1851,39.19,31.87,0.118942
1852,39.19,31.91,0.114054
1853,39.19,31.95,0.109943
1854,39.19,31.99,0.106192
1855,39.19,32.03,0.1142
1856,39.19,32.07,0.122526
1857,39.23,29.79,0.002896
1858,39.23,29.83,0.001292
1859,39.23,29.87,0.002443
1860,39.23,29.91,0.004128
1861,39.23,29.95,0.005813
1862,39.23,29.99,0.004533
1863,39.23,30.03,0.002768
1864,39.23,30.07,0.001148
1865,39.23,30.11,0.003853
1866,39.23,30.15,0.007435
1867,39.23,30.19,0.011331
1868,39.23,30.23,0.024197
1869,39.23,30.27,0.038716
1870,39.23,30.31,0.053338
1871,39.23,30.35,0.070161
1872,39.23,30.39,0.087651
1873,39.23,30.43,0.105511
1874,39.23,30.47,0.102164
1875,39.23,30.51,0.095901
1876,39.23,30.55,0.090026
1877,39.23,30.59,0.096644
1878,39.23,30.63,0.105303
1879,39.23,30.67,0.114254
1880,39.23,30.71,0.109877
1881,39.23,30.75,0.104273
1882,39.23,30.79,0.099242
1883,39.23,30.83,0.095945
1884,39.23,30.87,0.092656
1885,39.23,30.91,0.089189
1886,39.23,30.95,0.100402
1887,39.23,30.99,0.113435
1888,39.23,31.03,0.126606
1889,39.23,31.07,0.140523
1890,39.23,31.11,0.154601
1891,39.23,31.15,0.168783
1892,39.23,31.19,0.167616
1893,39.23,31.23,0.1652
1894,39.23,31.27,0.163004
1895,39.23,31.31,0.162729
1896,39.23,31.35,0.16311
1897,39.23,31.39,0.163955
1898,39.23,31.43,0.157681
1899,39.23,31.47,0.150843
1900,39.23,31.51,0.144008
1901,39.23,31.55,0.124617
1902,39.23,31.59,0.104199
1903,39.23,31.63,0.083559
1904,39.23,31.67,0.101168
1905,39.23,31.71,0.120551
1906,39.23,31.75,0.139367
1907,39.23,31.79,0.142505
1908,39.23,31.83,0.14486
1909,39.23,31.87,0.147197
1910,39.23,31.91,0.139163
1911,39.23,31.95,0.130963
1912,39.23,31.99,0.123
1913,39.23,32.03,0.126703
1914,39.23,32.07,0.131313
