NAME,KEY,H0160001,H0160002,H0160003,H0160004,H0160005,H0160006,H0160007,H0160008,H0160009,H0160010,H0160011,H0160012,H0160013,H0160014,H0160015,H0160016,H0160017,H0040001,P0030001,STATE,COUNTY,TRACT,BLKGRP,BLOCK
Block 1034,36109126069999900130011034,10,6,0,2,2,1,0,0,1,4,3,1,0,0,0,0,0,10,26,36,109,001300,1,1034
Block 1035,36109126069999900130011035,29,21,6,9,5,0,0,1,0,8,1,3,3,1,0,0,0,29,65,36,109,001300,1,1035
Block 1037,36109126069999900130011037,4,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,7,36,109,001300,1,1037
Block 3027,36109126069999900140033027,19,13,0,7,1,4,1,0,0,6,1,4,0,1,0,0,0,19,51,36,109,001400,3,3027
Block 3028,36109126069999900140033028,23,14,3,7,1,2,1,0,0,9,2,1,3,1,2,0,0,23,60,36,109,001400,3,3028
Block 1003,36109126069999900190011003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1003
Block 1004,36109126069999900190011004,4,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,4,9,36,109,001900,1,1004
Block 1005,36109126069999900190011005,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,36,109,001900,1,1005
Block 1006,36109126069999900190011006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1006
Block 1007,36109126069999900190011007,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,109,001900,1,1007
Block 1008,36109126069999900190011008,6,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,6,10,36,109,001900,1,1008
Block 1009,36109126069999900190011009,70,34,6,14,7,3,2,1,1,36,13,14,7,2,0,0,0,70,160,36,109,001900,1,1009
Block 1013,36109126069999900190011013,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,36,109,001900,1,1013
Block 1014,36109126069999900190011014,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,109,001900,1,1014
Block 1015,36109126069999900190011015,11,9,3,5,0,1,0,0,0,2,1,1,0,0,0,0,0,11,20,36,109,001900,1,1015
Block 1016,36109126069999900190011016,23,21,4,10,2,3,0,2,0,2,1,1,0,0,0,0,0,23,57,36,109,001900,1,1016
Block 1017,36109126069999900190011017,35,21,6,11,3,1,0,0,0,14,3,3,3,3,1,1,0,35,82,36,109,001900,1,1017
Block 1018,36109126069999900190011018,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,36,109,001900,1,1018
Block 1019,36109126069999900190011019,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,109,001900,1,1019
Block 1020,36109126069999900190011020,26,11,1,4,2,3,0,1,0,15,6,8,1,0,0,0,0,26,58,36,109,001900,1,1020
Block 1021,36109126069999900190011021,43,20,4,9,3,4,0,0,0,23,21,2,0,0,0,0,0,43,72,36,109,001900,1,1021
Block 1022,36109126069999900190011022,11,10,2,6,2,0,0,0,0,1,0,1,0,0,0,0,0,11,22,36,109,001900,1,1022
Block 1026,36109126069999900190011026,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,36,109,001900,1,1026
Block 1027,36109126069999900190011027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1027
Block 1028,36109126069999900190011028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1028
Block 1029,36109126069999900190011029,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,36,109,001900,1,1029
Block 1030,36109126069999900190011030,17,12,2,5,5,0,0,0,0,5,1,2,2,0,0,0,0,17,38,36,109,001900,1,1030
Block 1031,36109126069999900190011031,3,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,4,36,109,001900,1,1031
Block 1032,36109126069999900190011032,10,8,1,5,1,0,1,0,0,2,1,1,0,0,0,0,0,10,22,36,109,001900,1,1032
Block 1033,36109126069999900190011033,45,36,6,17,7,5,1,0,0,9,1,5,2,1,0,0,0,45,107,36,109,001900,1,1033
Block 1034,36109126069999900190011034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1034
Block 1035,36109126069999900190011035,26,23,5,11,5,1,0,0,1,3,2,0,1,0,0,0,0,26,58,36,109,001900,1,1035
Block 1036,36109126069999900190011036,9,8,1,6,0,0,1,0,0,1,0,0,0,0,1,0,0,9,23,36,109,001900,1,1036
Block 1037,36109126069999900190011037,5,3,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,5,8,36,109,001900,1,1037
Block 1038,36109126069999900190011038,20,17,3,3,7,3,0,1,0,3,3,0,0,0,0,0,0,20,51,36,109,001900,1,1038
Block 1039,36109126069999900190011039,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,36,109,001900,1,1039
Block 1040,36109126069999900190011040,28,23,5,14,2,0,1,1,0,5,3,1,1,0,0,0,0,28,58,36,109,001900,1,1040
Block 1041,36109126069999900190011041,9,6,3,2,0,1,0,0,0,3,0,0,1,2,0,0,0,9,22,36,109,001900,1,1041
Block 1042,36109126069999900190011042,4,4,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4,16,36,109,001900,1,1042
Block 1043,36109126069999900190011043,12,8,1,3,3,0,1,0,0,4,0,0,1,1,1,1,0,12,39,36,109,001900,1,1043
Block 1044,36109126069999900190011044,6,5,1,2,0,1,1,0,0,1,1,0,0,0,0,0,0,6,15,36,109,001900,1,1044
Block 1045,36109126069999900190011045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1045
Block 1046,36109126069999900190011046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1046
Block 1047,36109126069999900190011047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1047
Block 1048,36109126069999900190011048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1048
Block 1049,36109126069999900190011049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1049
Block 1050,36109126069999900190011050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1050
Block 1051,36109126069999900190011051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1051
Block 1052,36109126069999900190011052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1052
Block 1053,36109126069999900190011053,6,5,2,1,0,2,0,0,0,1,1,0,0,0,0,0,0,6,13,36,109,001900,1,1053
Block 1054,36109126069999900190011054,3,2,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,3,7,36,109,001900,1,1054
Block 1055,36109126069999900190011055,21,17,2,7,6,1,0,1,0,4,0,1,1,1,1,0,0,21,58,36,109,001900,1,1055
Block 1056,36109126069999900190011056,5,3,0,1,1,1,0,0,0,2,0,1,0,1,0,0,0,5,15,36,109,001900,1,1056
Block 1057,36109126069999900190011057,20,16,6,6,2,1,1,0,0,4,1,1,0,1,1,0,0,20,45,36,109,001900,1,1057
Block 1058,36109126069999900190011058,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,109,001900,1,1058
Block 1059,36109126069999900190011059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1059
Block 1060,36109126069999900190011060,12,11,1,5,2,1,0,1,1,1,0,1,0,0,0,0,0,12,37,36,109,001900,1,1060
Block 1061,36109126069999900190011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1061
Block 1062,36109126069999900190011062,3,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,9,36,109,001900,1,1062
Block 1063,36109126069999900190011063,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,36,109,001900,1,1063
Block 1064,36109126069999900190011064,17,17,4,8,3,1,1,0,0,0,0,0,0,0,0,0,0,17,38,36,109,001900,1,1064
Block 1065,36109126069999900190011065,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,109,001900,1,1065
Block 1066,36109126069999900190011066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1066
Block 1067,36109126069999900190011067,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,8,36,109,001900,1,1067
Block 1068,36109126069999900190011068,9,6,0,4,2,0,0,0,0,3,2,1,0,0,0,0,0,9,18,36,109,001900,1,1068
Block 1071,36109126069999900190011071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,1,1071
Block 2000,36109126069999900190022000,10,5,5,0,0,0,0,0,0,5,4,0,1,0,0,0,0,10,12,36,109,001900,2,2000
Block 2001,36109126069999900190022001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2001
Block 2002,36109126069999900190022002,14,2,0,2,0,0,0,0,0,12,1,3,4,2,1,1,0,14,42,36,109,001900,2,2002
Block 2003,36109126069999900190022003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2003
Block 2004,36109126069999900190022004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2004
Block 2005,36109126069999900190022005,30,24,9,7,4,2,2,0,0,6,1,4,1,0,0,0,0,30,65,36,109,001900,2,2005
Block 2006,36109126069999900190022006,4,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9,36,109,001900,2,2006
Block 2007,36109126069999900190022007,6,4,0,1,1,1,0,0,1,2,1,1,0,0,0,0,0,6,28,36,109,001900,2,2007
Block 2008,36109126069999900190022008,37,24,4,13,1,4,1,1,0,13,8,4,1,0,0,0,0,37,79,36,109,001900,2,2008
Block 2009,36109126069999900190022009,4,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,12,36,109,001900,2,2009
Block 2010,36109126069999900190022010,13,5,0,3,0,2,0,0,0,8,2,3,1,1,1,0,0,13,34,36,109,001900,2,2010
Block 2011,36109126069999900190022011,15,5,0,1,2,2,0,0,0,10,1,6,2,0,1,0,0,15,40,36,109,001900,2,2011
Block 2012,36109126069999900190022012,15,6,2,2,2,0,0,0,0,9,4,4,0,1,0,0,0,15,28,36,109,001900,2,2012
Block 2013,36109126069999900190022013,32,22,8,7,3,3,1,0,0,10,2,5,3,0,0,0,0,32,69,36,109,001900,2,2013
Block 2014,36109126069999900190022014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2014
Block 2015,36109126069999900190022015,10,8,1,3,2,1,1,0,0,2,1,0,1,0,0,0,0,10,26,36,109,001900,2,2015
Block 2016,36109126069999900190022016,7,3,0,2,1,0,0,0,0,4,3,1,0,0,0,0,0,7,12,36,109,001900,2,2016
Block 2017,36109126069999900190022017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,36,109,001900,2,2017
Block 2018,36109126069999900190022018,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,36,109,001900,2,2018
Block 2019,36109126069999900190022019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2019
Block 2020,36109126069999900190022020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2020
Block 2021,36109126069999900190022021,12,6,2,3,0,1,0,0,0,6,3,1,1,1,0,0,0,12,24,36,109,001900,2,2021
Block 2022,36109126069999900190022022,15,7,1,4,0,2,0,0,0,8,4,1,2,1,0,0,0,15,33,36,109,001900,2,2022
Block 2023,36109126069999900190022023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2023
Block 2024,36109126069999900190022024,4,2,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,4,5,36,109,001900,2,2024
Block 2025,36109126069999900190022025,13,8,3,3,1,1,0,0,0,5,2,2,1,0,0,0,0,13,25,36,109,001900,2,2025
Block 2026,36109126069999900190022026,21,2,1,1,0,0,0,0,0,19,8,8,0,3,0,0,0,21,39,36,109,001900,2,2026
Block 2027,36109126069999900190022027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2027
Block 2028,36109126069999900190022028,32,22,8,8,1,2,3,0,0,10,6,2,2,0,0,0,0,32,66,36,109,001900,2,2028
Block 2029,36109126069999900190022029,7,6,1,3,1,1,0,0,0,1,0,1,0,0,0,0,0,7,16,36,109,001900,2,2029
Block 2030,36109126069999900190022030,38,30,6,14,6,4,0,0,0,8,2,3,2,1,0,0,0,38,86,36,109,001900,2,2030
Block 2031,36109126069999900190022031,28,17,6,6,1,2,1,0,1,11,3,5,3,0,0,0,0,28,67,36,109,001900,2,2031
Block 2032,36109126069999900190022032,8,7,2,5,0,0,0,0,0,1,0,0,0,1,0,0,0,8,16,36,109,001900,2,2032
Block 2033,36109126069999900190022033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2033
Block 2034,36109126069999900190022034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2034
Block 2035,36109126069999900190022035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2035
Block 2036,36109126069999900190022036,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,7,36,109,001900,2,2036
Block 2037,36109126069999900190022037,5,5,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,10,36,109,001900,2,2037
Block 2038,36109126069999900190022038,10,9,2,4,2,1,0,0,0,1,1,0,0,0,0,0,0,10,21,36,109,001900,2,2038
Block 2039,36109126069999900190022039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2039
Block 2040,36109126069999900190022040,7,5,2,1,1,1,0,0,0,2,1,0,1,0,0,0,0,7,15,36,109,001900,2,2040
Block 2041,36109126069999900190022041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2041
Block 2042,36109126069999900190022042,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,36,109,001900,2,2042
Block 2043,36109126069999900190022043,5,4,0,2,1,0,0,1,0,1,0,0,1,0,0,0,0,5,16,36,109,001900,2,2043
Block 2044,36109126069999900190022044,11,9,2,3,2,2,0,0,0,2,1,0,1,0,0,0,0,11,26,36,109,001900,2,2044
Block 2045,36109126069999900190022045,9,9,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,9,19,36,109,001900,2,2045
Block 2046,36109126069999900190022046,16,11,2,2,5,2,0,0,0,5,2,2,0,1,0,0,0,16,39,36,109,001900,2,2046
Block 2047,36109126069999900190022047,7,7,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,7,16,36,109,001900,2,2047
Block 2048,36109126069999900190022048,4,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,4,6,36,109,001900,2,2048
Block 2049,36109126069999900190022049,24,19,3,6,3,4,2,1,0,5,1,4,0,0,0,0,0,24,65,36,109,001900,2,2049
Block 2050,36109126069999900190022050,3,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,36,109,001900,2,2050
Block 2051,36109126069999900190022051,19,14,1,3,4,4,1,1,0,5,1,3,0,1,0,0,0,19,57,36,109,001900,2,2051
Block 2052,36109126069999900190022052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2052
Block 2053,36109126069999900190022053,22,18,3,6,4,5,0,0,0,4,1,1,0,0,1,1,0,22,61,36,109,001900,2,2053
Block 2054,36109126069999900190022054,15,13,4,5,2,1,1,0,0,2,2,0,0,0,0,0,0,15,31,36,109,001900,2,2054
Block 2055,36109126069999900190022055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2055
Block 2056,36109126069999900190022056,6,2,0,2,0,0,0,0,0,4,2,0,0,2,0,0,0,6,14,36,109,001900,2,2056
Block 2057,36109126069999900190022057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2057
Block 2058,36109126069999900190022058,11,10,4,3,2,1,0,0,0,1,1,0,0,0,0,0,0,11,21,36,109,001900,2,2058
Block 2059,36109126069999900190022059,19,14,2,6,3,3,0,0,0,5,2,3,0,0,0,0,0,19,43,36,109,001900,2,2059
Block 2060,36109126069999900190022060,19,17,4,6,3,3,1,0,0,2,1,1,0,0,0,0,0,19,45,36,109,001900,2,2060
Block 2061,36109126069999900190022061,5,5,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,5,15,36,109,001900,2,2061
Block 2062,36109126069999900190022062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2062
Block 2063,36109126069999900190022063,8,5,1,1,2,1,0,0,0,3,2,0,1,0,0,0,0,8,18,36,109,001900,2,2063
Block 2064,36109126069999900190022064,5,3,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0,5,12,36,109,001900,2,2064
Block 2065,36109126069999900190022065,25,22,11,6,2,2,1,0,0,3,1,1,1,0,0,0,0,25,48,36,109,001900,2,2065
Block 2066,36109126069999900190022066,8,8,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,8,26,36,109,001900,2,2066
Block 2067,36109126069999900190022067,4,2,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,4,11,36,109,001900,2,2067
Block 2068,36109126069999900190022068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2068
Block 2069,36109126069999900190022069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2069
Block 2070,36109126069999900190022070,4,1,0,1,0,0,0,0,0,3,0,2,0,1,0,0,0,4,10,36,109,001900,2,2070
Block 2071,36109126069999900190022071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2071
Block 2072,36109126069999900190022072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2072
Block 2073,36109126069999900190022073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2073
Block 2074,36109126069999900190022074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2074
Block 2075,36109126069999900190022075,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,36,109,001900,2,2075
Block 2076,36109126069999900190022076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36,109,001900,2,2076
Block 2077,36109126069999900190022077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2077
Block 2078,36109126069999900190022078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2078
Block 2079,36109126069999900190022079,5,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,5,13,36,109,001900,2,2079
Block 2080,36109126069999900190022080,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,36,109,001900,2,2080
Block 2081,36109126069999900190022081,4,3,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,4,11,36,109,001900,2,2081
Block 2082,36109126069999900190022082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2082
Block 2083,36109126069999900190022083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2083
Block 2084,36109126069999900190022084,13,9,0,4,4,1,0,0,0,4,3,0,0,1,0,0,0,13,31,36,109,001900,2,2084
Block 2085,36109126069999900190022085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2085
Block 2086,36109126069999900190022086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2086
Block 2087,36109126069999900190022087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2087
Block 2088,36109126069999900190022088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2088
Block 2089,36109126069999900190022089,10,8,2,4,0,1,0,1,0,2,2,0,0,0,0,0,0,10,22,36,109,001900,2,2089
Block 2090,36109126069999900190022090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,2,2090
Block 3014,36109126069999900190033014,52,38,6,17,8,6,1,0,0,14,5,3,2,1,2,1,0,52,130,36,109,001900,3,3014
Block 3015,36109126069999900190033015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,3,3015
Block 3016,36109126069999900190033016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,3,3016
Block 3017,36109126069999900190033017,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,6,36,109,001900,3,3017
Block 3046,36109126069999900190033046,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,109,001900,3,3046
Block 3047,36109126069999900190033047,4,4,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,4,13,36,109,001900,3,3047
Block 3048,36109126069999900190033048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,3,3048
Block 3049,36109126069999900190033049,8,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,13,36,109,001900,3,3049
Block 3056,36109126069999900190033056,5,5,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,5,16,36,109,001900,3,3056
Block 3057,36109126069999900190033057,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,36,109,001900,3,3057
Block 3058,36109126069999900190033058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,3,3058
Block 3059,36109126069999900190033059,9,8,2,5,1,0,0,0,0,1,0,0,0,0,1,0,0,9,20,36,109,001900,3,3059
Block 3064,36109126069999900190033064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001900,3,3064
Block 3069,36109126069999900190033069,10,9,1,4,2,2,0,0,0,1,1,0,0,0,0,0,0,10,24,36,109,001900,3,3069
Block 1035,36109196209999900110011035,17,12,3,6,1,1,0,1,0,5,2,2,1,0,0,0,0,17,37,36,109,001100,1,1035
Block 3042,36109196209999900110033042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001100,3,3042
Block 3043,36109196209999900110033043,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,11,36,109,001100,3,3043
Block 3044,36109196209999900110033044,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,109,001100,3,3044
Block 3045,36109196209999900110033045,8,5,2,3,0,0,0,0,0,3,3,0,0,0,0,0,0,8,11,36,109,001100,3,3045
Block 3048,36109196209999900110033048,20,16,5,7,1,2,0,0,1,4,0,2,1,1,0,0,0,20,48,36,109,001100,3,3048
Block 3049,36109196209999900110033049,8,8,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,8,17,36,109,001100,3,3049
Block 1000,36109196209999900180011000,6,4,1,0,3,0,0,0,0,2,2,0,0,0,0,0,0,6,12,36,109,001800,1,1000
Block 1001,36109196209999900180011001,5,3,1,1,1,0,0,0,0,2,2,0,0,0,0,0,0,5,8,36,109,001800,1,1001
Block 1002,36109196209999900180011002,6,3,1,1,0,1,0,0,0,3,3,0,0,0,0,0,0,6,10,36,109,001800,1,1002
Block 1003,36109196209999900180011003,10,8,3,2,1,1,1,0,0,2,1,1,0,0,0,0,0,10,22,36,109,001800,1,1003
Block 1004,36109196209999900180011004,18,8,5,2,1,0,0,0,0,10,2,5,2,1,0,0,0,18,34,36,109,001800,1,1004
Block 1007,36109196209999900180011007,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,109,001800,1,1007
Block 1008,36109196209999900180011008,14,10,2,6,2,0,0,0,0,4,3,0,0,0,1,0,0,14,28,36,109,001800,1,1008
Block 1009,36109196209999900180011009,12,12,1,6,2,3,0,0,0,0,0,0,0,0,0,0,0,12,31,36,109,001800,1,1009
Block 1024,36109196209999900180011024,10,9,1,4,1,2,1,0,0,1,0,1,0,0,0,0,0,10,27,36,109,001800,1,1024
Block 1025,36109196209999900180011025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,1,1025
Block 1026,36109196209999900180011026,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,109,001800,1,1026
Block 1027,36109196209999900180011027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,1,1027
Block 1029,36109196209999900180011029,4,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9,36,109,001800,1,1029
Block 1030,36109196209999900180011030,9,8,1,2,3,1,1,0,0,1,1,0,0,0,0,0,0,9,24,36,109,001800,1,1030
Block 1031,36109196209999900180011031,23,17,5,4,6,2,0,0,0,6,1,1,2,2,0,0,0,23,56,36,109,001800,1,1031
Block 1032,36109196209999900180011032,6,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,12,36,109,001800,1,1032
Block 1033,36109196209999900180011033,4,4,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,4,11,36,109,001800,1,1033
Block 1034,36109196209999900180011034,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,109,001800,1,1034
Block 1035,36109196209999900180011035,16,14,6,7,1,0,0,0,0,2,1,1,0,0,0,0,0,16,26,36,109,001800,1,1035
Block 1036,36109196209999900180011036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,1,1036
Block 1037,36109196209999900180011037,19,18,1,8,5,1,0,2,1,1,1,0,0,0,0,0,0,19,56,36,109,001800,1,1037
Block 1038,36109196209999900180011038,6,4,0,2,2,0,0,0,0,2,1,0,1,0,0,0,0,6,14,36,109,001800,1,1038
Block 1039,36109196209999900180011039,15,11,3,4,2,1,1,0,0,4,1,0,0,2,1,0,0,15,40,36,109,001800,1,1039
Block 1040,36109196209999900180011040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,1,1040
Block 1041,36109196209999900180011041,6,5,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,6,16,36,109,001800,1,1041
Block 1042,36109196209999900180011042,5,4,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,5,13,36,109,001800,1,1042
Block 1053,36109196209999900180011053,12,8,0,6,0,2,0,0,0,4,1,0,3,0,0,0,0,12,30,36,109,001800,1,1053
Block 1054,36109196209999900180011054,13,12,3,5,2,2,0,0,0,1,0,0,1,0,0,0,0,13,30,36,109,001800,1,1054
Block 1055,36109196209999900180011055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,1,1055
Block 1056,36109196209999900180011056,5,5,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,12,36,109,001800,1,1056
Block 1057,36109196209999900180011057,8,7,3,2,1,1,0,0,0,1,1,0,0,0,0,0,0,8,15,36,109,001800,1,1057
Block 1058,36109196209999900180011058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001800,1,1058
