NAME,KEY,H0160001,H0160002,H0160003,H0160004,H0160005,H0160006,H0160007,H0160008,H0160009,H0160010,H0160011,H0160012,H0160013,H0160014,H0160015,H0160016,H0160017,H0040001,P0030001,STATE,COUNTY,TRACT,BLKGRP,BLOCK
Block 2014,36109380773807700100022014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,2,2014
Block 2015,36109380773807700100022015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,2,2015
Block 2016,36109380773807700100022016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,2,2016
Block 2017,36109380773807700100022017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,2,2017
Block 2018,36109380773807700100022018,42,23,9,7,2,3,1,1,0,19,7,8,4,0,0,0,0,42,87,36,109,001000,2,2018
Block 2019,36109380773807700100022019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,2,2019
Block 2020,36109380773807700100022020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,2,2020
Block 2021,36109380773807700100022021,43,17,5,9,1,2,0,0,0,26,21,2,1,1,1,0,0,43,80,36,109,001000,2,2021
Block 3000,36109380773807700100033000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3000
Block 3001,36109380773807700100033001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3001
Block 3002,36109380773807700100033002,64,12,2,8,2,0,0,0,0,52,29,17,4,2,0,0,0,64,107,36,109,001000,3,3002
Block 3003,36109380773807700100033003,36,19,7,4,2,6,0,0,0,17,4,7,3,2,1,0,0,36,85,36,109,001000,3,3003
Block 3004,36109380773807700100033004,25,18,8,6,3,0,1,0,0,7,3,2,1,1,0,0,0,25,48,36,109,001000,3,3004
Block 3005,36109380773807700100033005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3005
Block 3006,36109380773807700100033006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3006
Block 3007,36109380773807700100033007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3007
Block 3008,36109380773807700100033008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3008
Block 3009,36109380773807700100033009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3009
Block 3010,36109380773807700100033010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3010
Block 3011,36109380773807700100033011,9,6,3,1,1,1,0,0,0,3,1,2,0,0,0,0,0,9,17,36,109,001000,3,3011
Block 3012,36109380773807700100033012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3012
Block 3013,36109380773807700100033013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3013
Block 3014,36109380773807700100033014,33,15,3,6,3,1,2,0,0,18,3,6,6,2,1,0,0,33,84,36,109,001000,3,3014
Block 3015,36109380773807700100033015,36,21,8,9,3,1,0,0,0,15,5,8,2,0,0,0,0,36,66,36,109,001000,3,3015
Block 3016,36109380773807700100033016,40,1,0,1,0,0,0,0,0,39,20,14,4,0,0,0,1,40,71,36,109,001000,3,3016
Block 3017,36109380773807700100033017,32,24,9,13,1,1,0,0,0,8,1,2,5,0,0,0,0,32,62,36,109,001000,3,3017
Block 3018,36109380773807700100033018,11,8,0,2,2,2,2,0,0,3,1,1,0,0,1,0,0,11,36,36,109,001000,3,3018
Block 3019,36109380773807700100033019,237,6,2,3,0,1,0,0,0,231,210,21,0,0,0,0,0,237,264,36,109,001000,3,3019
Block 3020,36109380773807700100033020,49,47,27,15,3,2,0,0,0,2,2,0,0,0,0,0,0,49,90,36,109,001000,3,3020
Block 3021,36109380773807700100033021,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,4,36,109,001000,3,3021
Block 3022,36109380773807700100033022,20,18,12,5,1,0,0,0,0,2,1,1,0,0,0,0,0,20,28,36,109,001000,3,3022
Block 3023,36109380773807700100033023,12,11,4,6,0,1,0,0,0,1,0,1,0,0,0,0,0,12,22,36,109,001000,3,3023
Block 3024,36109380773807700100033024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3024
Block 3025,36109380773807700100033025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3025
Block 3026,36109380773807700100033026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3026
Block 3027,36109380773807700100033027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3027
Block 3028,36109380773807700100033028,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,109,001000,3,3028
Block 3029,36109380773807700100033029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3029
Block 3030,36109380773807700100033030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3030
Block 3031,36109380773807700100033031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3031
Block 3032,36109380773807700100033032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3032
Block 3033,36109380773807700100033033,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36,109,001000,3,3033
Block 3034,36109380773807700100033034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3034
Block 3035,36109380773807700100033035,6,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,11,36,109,001000,3,3035
Block 3036,36109380773807700100033036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3036
Block 3037,36109380773807700100033037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3037
Block 3038,36109380773807700100033038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3038
Block 3040,36109380773807700100033040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3040
Block 3041,36109380773807700100033041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3041
Block 3042,36109380773807700100033042,9,4,1,3,0,0,0,0,0,5,0,3,1,0,1,0,0,9,21,36,109,001000,3,3042
Block 3056,36109380773807700100033056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001000,3,3056
Block 3057,36109380773807700100033057,11,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,36,109,001000,3,3057
Block 3058,36109380773807700100033058,13,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,36,109,001000,3,3058
Block 3059,36109380773807700100033059,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,36,109,001000,3,3059
Block 1000,36109380773807700110011000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001100,1,1000
Block 1001,36109380773807700110011001,9,2,2,0,0,0,0,0,0,7,4,1,2,0,0,0,0,9,14,36,109,001100,1,1001
Block 1002,36109380773807700110011002,79,37,7,18,7,4,0,1,0,42,8,18,11,4,1,0,0,79,184,36,109,001100,1,1002
Block 1003,36109380773807700110011003,38,27,4,11,8,3,1,0,0,11,2,6,2,1,0,0,0,38,91,36,109,001100,1,1003
Block 1004,36109380773807700110011004,9,8,3,3,1,1,0,0,0,1,0,0,0,1,0,0,0,9,20,36,109,001100,1,1004
Block 1005,36109380773807700110011005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001100,1,1005
Block 1009,36109380773807700110011009,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,36,109,001100,1,1009
Block 1010,36109380773807700110011010,11,9,3,1,4,1,0,0,0,2,1,0,0,0,1,0,0,11,27,36,109,001100,1,1010
Block 1011,36109380773807700110011011,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,36,109,001100,1,1011
Block 1036,36109380773807700110011036,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,36,109,001100,1,1036
Block 2000,36109380773807700110022000,29,7,1,6,0,0,0,0,0,22,7,5,2,4,3,0,1,29,75,36,109,001100,2,2000
Block 2001,36109380773807700110022001,25,0,0,0,0,0,0,0,0,25,3,5,7,5,3,2,0,25,81,36,109,001100,2,2001
Block 2002,36109380773807700110022002,44,13,1,7,2,1,0,2,0,31,6,12,4,8,1,0,0,44,116,36,109,001100,2,2002
Block 2003,36109380773807700110022003,47,5,3,2,0,0,0,0,0,42,9,10,13,6,2,1,1,47,123,36,109,001100,2,2003
Block 2004,36109380773807700110022004,32,4,1,2,1,0,0,0,0,28,6,4,12,4,1,1,0,32,85,36,109,001100,2,2004
Block 2005,36109380773807700110022005,28,10,5,2,3,0,0,0,0,18,5,4,6,2,0,1,0,28,63,36,109,001100,2,2005
Block 2006,36109380773807700110022006,30,15,4,5,5,1,0,0,0,15,6,3,4,2,0,0,0,30,65,36,109,001100,2,2006
Block 2007,36109380773807700110022007,38,7,1,4,1,0,1,0,0,31,7,6,11,4,2,1,0,38,101,36,109,001100,2,2007
Block 2008,36109380773807700110022008,36,7,1,4,1,1,0,0,0,29,5,6,16,1,0,1,0,36,91,36,109,001100,2,2008
Block 2009,36109380773807700110022009,78,10,3,2,2,1,2,0,0,68,26,28,10,3,0,1,0,78,215,36,109,001100,2,2009
Block 2010,36109380773807700110022010,19,8,4,4,0,0,0,0,0,11,0,8,1,2,0,0,0,19,39,36,109,001100,2,2010
Block 2011,36109380773807700110022011,68,4,1,3,0,0,0,0,0,64,52,4,4,1,3,0,0,68,98,36,109,001100,2,2011
Block 2012,36109380773807700110022012,51,5,1,2,2,0,0,0,0,46,30,11,3,1,0,1,0,51,82,36,109,001100,2,2012
Block 3000,36109380773807700110033000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001100,3,3000
Block 3001,36109380773807700110033001,26,3,0,1,0,2,0,0,0,23,11,7,4,1,0,0,0,26,51,36,109,001100,3,3001
Block 3002,36109380773807700110033002,47,10,1,6,2,0,1,0,0,37,18,13,5,1,0,0,0,47,87,36,109,001100,3,3002
Block 3003,36109380773807700110033003,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,9,36,109,001100,3,3003
Block 3004,36109380773807700110033004,11,10,3,6,1,0,0,0,0,1,0,0,1,0,0,0,0,11,21,36,109,001100,3,3004
Block 3005,36109380773807700110033005,19,6,2,1,3,0,0,0,0,13,4,5,1,2,1,0,0,19,43,36,109,001100,3,3005
Block 3006,36109380773807700110033006,17,7,0,3,2,1,0,1,0,10,0,5,4,0,1,0,0,17,49,36,109,001100,3,3006
Block 3007,36109380773807700110033007,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,36,109,001100,3,3007
Block 3008,36109380773807700110033008,7,5,2,2,1,0,0,0,0,2,0,1,1,0,0,0,0,7,14,36,109,001100,3,3008
Block 3009,36109380773807700110033009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001100,3,3009
Block 3010,36109380773807700110033010,17,6,1,3,1,1,0,0,0,11,3,4,3,0,0,1,0,17,40,36,109,001100,3,3010
Block 3011,36109380773807700110033011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001100,3,3011
Block 3029,36109380773807700110033029,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,36,109,001100,3,3029
Block 3034,36109380773807700110033034,36,21,8,8,4,0,1,0,0,15,8,1,4,2,0,0,0,36,71,36,109,001100,3,3034
Block 3035,36109380773807700110033035,20,5,2,1,2,0,0,0,0,15,3,5,5,1,1,0,0,20,47,36,109,001100,3,3035
Block 3036,36109380773807700110033036,56,19,6,9,1,1,2,0,0,37,9,16,5,2,3,1,1,56,133,36,109,001100,3,3036
Block 3037,36109380773807700110033037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001100,3,3037
Block 3038,36109380773807700110033038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001100,3,3038
Block 1000,36109380773807700120011000,13,5,1,3,0,1,0,0,0,8,1,0,2,3,0,1,1,13,44,36,109,001200,1,1000
Block 2002,36109380773807700130022002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001300,2,2002
Block 2003,36109380773807700130022003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001300,2,2003
Block 2004,36109380773807700130022004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001300,2,2004
Block 2013,36109380773807700130022013,174,5,2,3,0,0,0,0,0,169,99,49,12,6,2,1,0,174,281,36,109,001300,2,2013
Block 2014,36109380773807700130022014,9,6,0,2,1,3,0,0,0,3,0,2,1,0,0,0,0,9,26,36,109,001300,2,2014
Block 2015,36109380773807700130022015,10,7,0,5,0,1,0,0,1,3,2,1,0,0,0,0,0,10,25,36,109,001300,2,2015
Block 2016,36109380773807700130022016,16,10,3,3,0,3,1,0,0,6,5,1,0,0,0,0,0,16,33,36,109,001300,2,2016
Block 2017,36109380773807700130022017,8,6,1,1,3,0,1,0,0,2,1,0,0,1,0,0,0,8,22,36,109,001300,2,2017
Block 2018,36109380773807700130022018,12,10,2,4,0,3,1,0,0,2,1,1,0,0,0,0,0,12,30,36,109,001300,2,2018
Block 3006,36109380773807700130033006,32,27,5,11,2,7,1,1,0,5,2,1,0,2,0,0,0,32,84,36,109,001300,3,3006
Block 3007,36109380773807700130033007,25,18,3,7,4,2,0,1,1,7,4,0,1,2,0,0,0,25,65,36,109,001300,3,3007
Block 3008,36109380773807700130033008,19,16,8,4,2,2,0,0,0,3,2,1,0,0,0,0,0,19,34,36,109,001300,3,3008
Block 3009,36109380773807700130033009,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7,36,109,001300,3,3009
Block 3010,36109380773807700130033010,6,6,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,6,16,36,109,001300,3,3010
Block 3011,36109380773807700130033011,9,9,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,9,24,36,109,001300,3,3011
Block 3012,36109380773807700130033012,15,13,4,6,2,1,0,0,0,2,2,0,0,0,0,0,0,15,28,36,109,001300,3,3012
Block 3013,36109380773807700130033013,13,8,1,4,1,1,1,0,0,5,4,1,0,0,0,0,0,13,27,36,109,001300,3,3013
Block 3014,36109380773807700130033014,5,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,5,8,36,109,001300,3,3014
Block 3015,36109380773807700130033015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001300,3,3015
Block 4000,36109380773807700130044000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001300,4,4000
Block 4001,36109380773807700130044001,25,23,9,6,2,6,0,0,0,2,1,1,0,0,0,0,0,25,54,36,109,001300,4,4001
Block 4002,36109380773807700130044002,27,23,8,6,5,3,1,0,0,4,2,0,1,0,1,0,0,27,62,36,109,001300,4,4002
Block 4003,36109380773807700130044003,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,36,109,001300,4,4003
Block 4004,36109380773807700130044004,8,7,3,2,1,0,1,0,0,1,1,0,0,0,0,0,0,8,16,36,109,001300,4,4004
Block 4005,36109380773807700130044005,244,1,1,0,0,0,0,0,0,243,127,52,24,27,8,1,4,244,493,36,109,001300,4,4005
Block 4006,36109380773807700130044006,19,4,0,1,1,2,0,0,0,15,1,3,5,3,2,1,0,19,63,36,109,001300,4,4006
Block 4007,36109380773807700130044007,53,49,13,27,3,4,1,1,0,4,0,2,2,0,0,0,0,53,113,36,109,001300,4,4007
Block 4008,36109380773807700130044008,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,36,109,001300,4,4008
Block 4009,36109380773807700130044009,29,27,3,12,7,3,2,0,0,2,0,2,0,0,0,0,0,29,74,36,109,001300,4,4009
Block 4010,36109380773807700130044010,66,8,4,2,2,0,0,0,0,58,37,12,4,1,3,0,1,66,114,36,109,001300,4,4010
Block 4011,36109380773807700130044011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001300,4,4011
Block 4012,36109380773807700130044012,41,24,7,9,6,1,1,0,0,17,12,3,2,0,0,0,0,41,76,36,109,001300,4,4012
Block 4013,36109380773807700130044013,12,10,1,4,0,5,0,0,0,2,2,0,0,0,0,0,0,12,31,36,109,001300,4,4013
Block 5000,36109380773807700130055000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001300,5,5000
Block 5001,36109380773807700130055001,12,1,1,0,0,0,0,0,0,11,1,4,2,1,0,1,2,12,48,36,109,001300,5,5001
Block 5002,36109380773807700130055002,14,0,0,0,0,0,0,0,0,14,1,0,5,0,1,1,6,14,76,36,109,001300,5,5002
Block 5003,36109380773807700130055003,72,1,0,1,0,0,0,0,0,71,44,17,7,1,1,1,0,72,116,36,109,001300,5,5003
Block 5004,36109380773807700130055004,34,3,0,1,2,0,0,0,0,31,13,5,6,5,1,0,1,34,82,36,109,001300,5,5004
Block 5005,36109380773807700130055005,39,1,0,0,0,1,0,0,0,38,11,9,7,2,5,0,4,39,117,36,109,001300,5,5005
Block 5006,36109380773807700130055006,28,22,2,7,7,4,2,0,0,6,3,0,1,1,0,0,1,28,81,36,109,001300,5,5006
Block 5007,36109380773807700130055007,21,5,2,2,0,1,0,0,0,16,9,4,3,0,0,0,0,21,36,36,109,001300,5,5007
Block 5008,36109380773807700130055008,15,14,2,3,4,5,0,0,0,1,0,1,0,0,0,0,0,15,42,36,109,001300,5,5008
Block 5009,36109380773807700130055009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,001300,5,5009
Block 5010,36109380773807700130055010,22,19,1,7,4,6,1,0,0,3,1,0,1,1,0,0,0,22,64,36,109,001300,5,5010
Block 5011,36109380773807700130055011,19,12,4,4,4,0,0,0,0,7,2,3,0,2,0,0,0,19,40,36,109,001300,5,5011
Block 5012,36109380773807700130055012,27,16,2,8,2,3,1,0,0,11,3,2,5,1,0,0,0,27,67,36,109,001300,5,5012
Block 5013,36109380773807700130055013,5,4,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,5,14,36,109,001300,5,5013
Block 5014,36109380773807700130055014,15,14,4,3,4,3,0,0,0,1,0,0,1,0,0,0,0,15,37,36,109,001300,5,5014
Block 5015,36109380773807700130055015,13,9,1,5,1,2,0,0,0,4,1,1,2,0,0,0,0,13,31,36,109,001300,5,5015
Block 1008,36109380881307900040011008,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,36,109,000400,1,1008
Block 1027,36109380881307900040011027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,000400,1,1027
Block 1028,36109380881307900040011028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,000400,1,1028
Block 2012,36109380881307900050022012,62,53,7,24,9,8,5,0,0,9,3,2,3,0,1,0,0,62,160,36,109,000500,2,2012
Block 2013,36109380881307900050022013,21,20,7,3,3,4,2,0,1,1,1,0,0,0,0,0,0,21,56,36,109,000500,2,2013
Block 3004,36109380881307900050033004,7,7,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,7,20,36,109,000500,3,3004
Block 3005,36109380881307900050033005,40,34,6,11,11,3,3,0,0,6,2,1,1,1,0,0,1,40,106,36,109,000500,3,3005
Block 3006,36109380881307900050033006,11,10,0,9,1,0,0,0,0,1,1,0,0,0,0,0,0,11,22,36,109,000500,3,3006
Block 3007,36109380881307900050033007,29,26,8,9,3,3,1,1,1,3,2,0,0,1,0,0,0,29,71,36,109,000500,3,3007
Block 3020,36109380881307900050033020,40,22,7,11,2,2,0,0,0,18,11,4,0,2,1,0,0,40,75,36,109,000500,3,3020
Block 3021,36109380881307900050033021,167,24,8,12,4,0,0,0,0,143,108,29,4,2,0,0,0,167,237,36,109,000500,3,3021
Block 3022,36109380881307900050033022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,000500,3,3022
Block 3023,36109380881307900050033023,3,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,36,109,000500,3,3023
Block 3024,36109380881307900050033024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,000500,3,3024
Block 3025,36109380881307900050033025,15,11,3,6,0,2,0,0,0,4,0,1,0,0,2,0,1,15,42,36,109,000500,3,3025
Block 3026,36109380881307900050033026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,000500,3,3026
Block 3029,36109380881307900050033029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,36,109,000500,3,3029
Block 1008,36109380881307900060011008,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6,36,109,000600,1,1008
Block 1009,36109380881307900060011009,13,12,2,4,3,2,1,0,0,1,0,1,0,0,0,0,0,13,34,36,109,000600,1,1009
Block 1010,36109380881307900060011010,14,12,3,5,0,1,3,0,0,2,1,0,0,1,0,0,0,14,37,36,109,000600,1,1010
Block 1011,36109380881307900060011011,14,11,1,4,3,3,0,0,0,3,1,2,0,0,0,0,0,14,35,36,109,000600,1,1011
Block 1012,36109380881307900060011012,166,47,10,14,8,12,2,1,0,119,71,43,5,0,0,0,0,166,298,36,109,000600,1,1012
Block 1013,36109380881307900060011013,160,10,6,4,0,0,0,0,0,150,120,30,0,0,0,0,0,160,194,36,109,000600,1,1013
Block 1014,36109380881307900060011014,7,7,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,7,17,36,109,000600,1,1014
Block 1015,36109380881307900060011015,23,18,5,7,4,2,0,0,0,5,3,2,0,0,0,0,0,23,46,36,109,000600,1,1015
Block 1016,36109380881307900060011016,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,36,109,000600,1,1016
Block 1017,36109380881307900060011017,15,14,1,5,3,3,1,1,0,1,0,0,0,0,1,0,0,15,48,36,109,000600,1,1017
Block 1018,36109380881307900060011018,13,12,2,6,1,2,1,0,0,1,1,0,0,0,0,0,0,13,31,36,109,000600,1,1018
Block 1019,36109380881307900060011019,9,6,0,2,3,1,0,0,0,3,2,1,0,0,0,0,0,9,21,36,109,000600,1,1019
Block 1020,36109380881307900060011020,8,6,0,2,0,1,1,1,1,2,0,1,0,1,0,0,0,8,32,36,109,000600,1,1020
Block 1021,36109380881307900060011021,12,11,0,4,1,4,2,0,0,1,1,0,0,0,0,0,0,12,38,36,109,000600,1,1021
Block 1022,36109380881307900060011022,6,5,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,6,12,36,109,000600,1,1022
Block 1023,36109380881307900060011023,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,36,109,000600,1,1023
Block 1024,36109380881307900060011024,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,36,109,000600,1,1024
Block 1025,36109380881307900060011025,27,21,3,8,7,2,1,0,0,6,3,1,0,1,1,0,0,27,67,36,109,000600,1,1025
Block 2000,36109380881307900060022000,21,18,5,3,6,2,2,0,0,3,1,1,1,0,0,0,0,21,53,36,109,000600,2,2000
Block 2001,36109380881307900060022001,18,16,4,3,2,6,1,0,0,2,1,1,0,0,0,0,0,18,48,36,109,000600,2,2001
Block 2002,36109380881307900060022002,14,12,5,2,1,3,1,0,0,2,2,0,0,0,0,0,0,14,31,36,109,000600,2,2002
Block 2003,36109380881307900060022003,9,8,0,2,3,1,0,2,0,1,1,0,0,0,0,0,0,9,30,36,109,000600,2,2003
Block 2004,36109380881307900060022004,15,9,4,3,1,1,0,0,0,6,5,1,0,0,0,0,0,15,24,36,109,000600,2,2004
Block 2005,36109380881307900060022005,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,36,109,000600,2,2005
Block 2006,36109380881307900060022006,19,19,3,9,4,3,0,0,0,0,0,0,0,0,0,0,0,19,45,36,109,000600,2,2006
Block 2007,36109380881307900060022007,14,12,2,2,3,3,2,0,0,2,0,1,0,1,0,0,0,14,43,36,109,000600,2,2007
Block 2008,36109380881307900060022008,16,15,1,2,7,4,1,0,0,1,1,0,0,0,0,0,0,16,48,36,109,000600,2,2008
Block 2009,36109380881307900060022009,19,17,2,8,3,2,2,0,0,2,2,0,0,0,0,0,0,19,47,36,109,000600,2,2009
Block 2010,36109380881307900060022010,6,4,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,6,8,36,109,000600,2,2010
Block 2011,36109380881307900060022011,16,13,0,5,5,2,1,0,0,3,3,0,0,0,0,0,0,16,41,36,109,000600,2,2011
Block 2012,36109380881307900060022012,5,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5,16,36,109,000600,2,2012
Block 2013,36109380881307900060022013,14,13,3,2,3,3,2,0,0,1,1,0,0,0,0,0,0,14,39,36,109,000600,2,2013
Block 2014,36109380881307900060022014,5,4,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,5,14,36,109,000600,2,2014
Block 2015,36109380881307900060022015,13,11,1,6,1,1,2,0,0,2,0,0,1,1,0,0,0,13,37,36,109,000600,2,2015
Block 2016,36109380881307900060022016,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,36,109,000600,2,2016
Block 2017,36109380881307900060022017,7,7,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,7,16,36,109,000600,2,2017
Block 2018,36109380881307900060022018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,000600,2,2018
Block 2019,36109380881307900060022019,15,11,2,7,0,2,0,0,0,4,2,2,0,0,0,0,0,15,30,36,109,000600,2,2019
Block 2020,36109380881307900060022020,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,7,36,109,000600,2,2020
Block 2021,36109380881307900060022021,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,36,109,000600,2,2021
Block 2022,36109380881307900060022022,15,14,1,4,5,3,1,0,0,1,1,0,0,0,0,0,0,15,42,36,109,000600,2,2022
Block 2023,36109380881307900060022023,115,16,2,5,2,5,2,0,0,99,49,29,16,4,0,1,0,115,225,36,109,000600,2,2023
Block 2024,36109380881307900060022024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,000600,2,2024
Block 2025,36109380881307900060022025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,109,000600,2,2025
Block 2026,36109380881307900060022026,58,4,1,1,1,1,0,0,0,54,34,17,2,1,0,0,0,58,175,36,109,000600,2,2026
Block 2027,36109380881307900060022027,14,6,2,1,1,2,0,0,0,8,1,5,2,0,0,0,0,14,32,36,109,000600,2,2027
Block 2028,36109380881307900060022028,17,3,1,1,0,1,0,0,0,14,11,3,0,0,0,0,0,17,59,36,109,000600,2,2028
Block 2029,36109380881307900060022029,34,3,0,0,2,1,0,0,0,31,26,3,1,1,0,0,0,34,178,36,109,000600,2,2029
